name,date,cases
Glastonbury,2020-04-29,161
Goshen,2020-04-29,7
Granby,2020-04-29,13
Greenwich,2020-04-29,664
Griswold,2020-04-29,15
Groton,2020-04-29,66
Guilford,2020-04-29,74
Haddam,2020-04-29,19
Hamden,2020-04-29,583
Hampton,2020-04-29,0
Hartford,2020-04-29,991
Hartland,2020-04-29,5
Harwinton,2020-04-29,23
Hebron,2020-04-29,15
Kent,2020-04-29,7
Killingly,2020-04-29,19
Killingworth,2020-04-29,12
Lebanon,2020-04-29,15
Ledyard,2020-04-29,9
Lisbon,2020-04-29,5
Litchfield,2020-04-29,24
Lyme,2020-04-29,1
Madison,2020-04-29,76
Manchester,2020-04-29,326
Mansfield,2020-04-29,17
Marlborough,2020-04-29,40
Meriden,2020-04-29,337
Middlebury,2020-04-29,32
Middlefield,2020-04-29,9
Middletown,2020-04-29,303
Milford,2020-04-29,462
Monroe,2020-04-29,75
Montville,2020-04-29,63
Morris,2020-04-29,10
Naugatuck,2020-04-29,170
New Britain,2020-04-29,423
New Canaan,2020-04-29,135
New Fairfield,2020-04-29,97
New Hartford,2020-04-29,19
New Haven,2020-04-29,1523
New London,2020-04-29,72
New Milford,2020-04-29,204
Newington,2020-04-29,197
Newtown,2020-04-29,103
Norfolk,2020-04-29,6
North Branford,2020-04-29,56
North Canaan,2020-04-29,4
North Haven,2020-04-29,174
North Stonington,2020-04-29,3
Norwalk,2020-04-29,1473
Norwich,2020-04-29,39
Old Lyme,2020-04-29,13
Old Saybrook,2020-04-29,20
Orange,2020-04-29,66
Oxford,2020-04-29,55
Plainfield,2020-04-29,18
Plainville,2020-04-29,96
Plymouth,2020-04-29,43
Pomfret,2020-04-29,10
Portland,2020-04-29,50
Preston,2020-04-29,4
Prospect,2020-04-29,33
Putnam,2020-04-29,11
Redding,2020-04-29,59
Ridgefield,2020-04-29,174
Rocky Hill,2020-04-29,217
Roxbury,2020-04-29,6
Salem,2020-04-29,3
Salisbury,2020-04-29,6
Scotland,2020-04-29,0
Seymour,2020-04-29,148
Sharon,2020-04-29,11
Shelton,2020-04-29,414
Sherman,2020-04-29,12
Simsbury,2020-04-29,67
Somers,2020-04-29,66
South Windsor,2020-04-29,82
Southbury,2020-04-29,127
Southington,2020-04-29,164
Sprague,2020-04-29,2
Stafford,2020-04-29,84
Stamford,2020-04-29,2339
Sterling,2020-04-29,2
Stonington,2020-04-29,26
Stratford,2020-04-29,526
Suffield,2020-04-29,87
Thomaston,2020-04-29,38
Thompson,2020-04-29,13
Tolland,2020-04-29,36
Torrington,2020-04-29,304
Trumbull,2020-04-29,359
Union,2020-04-29,1
Vernon,2020-04-29,124
Voluntown,2020-04-29,5
Wallingford,2020-04-29,226
Warren,2020-04-29,4
Washington,2020-04-29,18
Waterbury,2020-04-29,1236
Waterford,2020-04-29,111
Watertown,2020-04-29,81
West Hartford,2020-04-29,300
West Haven,2020-04-29,698
Westbrook,2020-04-29,15
Weston,2020-04-29,58
Westport,2020-04-29,234
Wethersfield,2020-04-29,138
Willington,2020-04-29,5
Wilton,2020-04-29,150
Winchester,2020-04-29,42
Windham,2020-04-29,45
Windsor,2020-04-29,305
Windsor Locks,2020-04-29,43
Wolcott,2020-04-29,67
Woodbridge,2020-04-29,100
Woodbury,2020-04-29,28
Woodstock,2020-04-29,11
Andover,2020-04-30,6
Ansonia,2020-04-30,167
Ashford,2020-04-30,9
Avon,2020-04-30,47
Barkhamsted,2020-04-30,16
Beacon Falls,2020-04-30,36
Berlin,2020-04-30,105
Bethany,2020-04-30,21
Bethel,2020-04-30,188
Bethlehem,2020-04-30,10
Bloomfield,2020-04-30,265
Bolton,2020-04-30,10
Bozrah,2020-04-30,4
Branford,2020-04-30,255
Bridgeport,2020-04-30,1961
Bridgewater,2020-04-30,6
Bristol,2020-04-30,360
Brookfield,2020-04-30,130
Brooklyn,2020-04-30,13
Burlington,2020-04-30,18
Canaan,2020-04-30,0
Canterbury,2020-04-30,8
Canton,2020-04-30,58
Chaplin,2020-04-30,1
Cheshire,2020-04-30,125
Chester,2020-04-30,37
Clinton,2020-04-30,29
Colchester,2020-04-30,20
Colebrook,2020-04-30,2
Columbia,2020-04-30,12
Cornwall,2020-04-30,3
Coventry,2020-04-30,25
Cromwell,2020-04-30,61
Danbury,2020-04-30,1372
Darien,2020-04-30,183
Deep River,2020-04-30,8
Derby,2020-04-30,100
Durham,2020-04-30,19
East Granby,2020-04-30,4
East Haddam,2020-04-30,9
East Hampton,2020-04-30,31
East Hartford,2020-04-30,458
East Haven,2020-04-30,295
East Lyme,2020-04-30,69
East Windsor,2020-04-30,46
Eastford,2020-04-30,7
Easton,2020-04-30,26
Ellington,2020-04-30,34
Enfield,2020-04-30,287
Essex,2020-04-30,15
Fairfield,2020-04-30,389
Farmington,2020-04-30,155
Franklin,2020-04-30,2
Glastonbury,2020-04-30,170
Goshen,2020-04-30,7
Granby,2020-04-30,13
Greenwich,2020-04-30,668
Griswold,2020-04-30,17
Groton,2020-04-30,66
Guilford,2020-04-30,77
Haddam,2020-04-30,20
Hamden,2020-04-30,600
Hampton,2020-04-30,0
Hartford,2020-04-30,1025
Hartland,2020-04-30,5
Harwinton,2020-04-30,26
Hebron,2020-04-30,15
Kent,2020-04-30,7
Killingly,2020-04-30,20
Killingworth,2020-04-30,13
Lebanon,2020-04-30,16
Ledyard,2020-04-30,11
Lisbon,2020-04-30,5
Litchfield,2020-04-30,26
Lyme,2020-04-30,1
Madison,2020-04-30,87
Manchester,2020-04-30,334
Mansfield,2020-04-30,20
Marlborough,2020-04-30,40
Meriden,2020-04-30,358
Middlebury,2020-04-30,34
Middlefield,2020-04-30,10
Middletown,2020-04-30,320
Milford,2020-04-30,481
Monroe,2020-04-30,76
Montville,2020-04-30,65
Morris,2020-04-30,11
Naugatuck,2020-04-30,176
New Britain,2020-04-30,452
New Canaan,2020-04-30,140
New Fairfield,2020-04-30,98
New Hartford,2020-04-30,20
New Haven,2020-04-30,1581
New London,2020-04-30,77
New Milford,2020-04-30,206
Newington,2020-04-30,208
Newtown,2020-04-30,111
Norfolk,2020-04-30,7
North Branford,2020-04-30,56
North Canaan,2020-04-30,4
North Haven,2020-04-30,180
North Stonington,2020-04-30,3
Norwalk,2020-04-30,1517
Norwich,2020-04-30,41
Old Lyme,2020-04-30,13
Old Saybrook,2020-04-30,20
Orange,2020-04-30,86
Oxford,2020-04-30,58
Plainfield,2020-04-30,21
Plainville,2020-04-30,98
Plymouth,2020-04-30,44
Pomfret,2020-04-30,10
Portland,2020-04-30,50
Preston,2020-04-30,4
Prospect,2020-04-30,36
Putnam,2020-04-30,15
Redding,2020-04-30,60
Ridgefield,2020-04-30,179
Rocky Hill,2020-04-30,225
Roxbury,2020-04-30,6
Salem,2020-04-30,3
Salisbury,2020-04-30,7
Scotland,2020-04-30,0
Seymour,2020-04-30,149
Sharon,2020-04-30,13
Shelton,2020-04-30,422
Sherman,2020-04-30,12
Simsbury,2020-04-30,69
Somers,2020-04-30,66
South Windsor,2020-04-30,83
Southbury,2020-04-30,134
Southington,2020-04-30,173
Sprague,2020-04-30,2
Stafford,2020-04-30,83
Stamford,2020-04-30,2390
Sterling,2020-04-30,2
Stonington,2020-04-30,26
Stratford,2020-04-30,547
Suffield,2020-04-30,89
Thomaston,2020-04-30,38
Thompson,2020-04-30,16
Tolland,2020-04-30,36
Torrington,2020-04-30,320
Trumbull,2020-04-30,372
Union,2020-04-30,1
Vernon,2020-04-30,124
Voluntown,2020-04-30,5
Wallingford,2020-04-30,249
Warren,2020-04-30,4
Washington,2020-04-30,18
Waterbury,2020-04-30,1298
Waterford,2020-04-30,114
Watertown,2020-04-30,87
West Hartford,2020-04-30,311
West Haven,2020-04-30,726
Westbrook,2020-04-30,15
Weston,2020-04-30,59
Westport,2020-04-30,238
Wethersfield,2020-04-30,145
Willington,2020-04-30,5
Wilton,2020-04-30,156
Winchester,2020-04-30,44
Windham,2020-04-30,53
Windsor,2020-04-30,316
Windsor Locks,2020-04-30,42
Wolcott,2020-04-30,70
Woodbridge,2020-04-30,101
Woodbury,2020-04-30,31
Woodstock,2020-04-30,11
Andover,2020-05-01,6
Ansonia,2020-05-01,172
Ashford,2020-05-01,10
Avon,2020-05-01,52
Barkhamsted,2020-05-01,16
Beacon Falls,2020-05-01,37
Berlin,2020-05-01,111
Bethany,2020-05-01,22
Bethel,2020-05-01,193
Bethlehem,2020-05-01,9
Bloomfield,2020-05-01,282
Bolton,2020-05-01,11
Bozrah,2020-05-01,5
Branford,2020-05-01,268
Bridgeport,2020-05-01,2053
Bridgewater,2020-05-01,6
Bristol,2020-05-01,380
Brookfield,2020-05-01,135
Brooklyn,2020-05-01,14
Burlington,2020-05-01,18
Canaan,2020-05-01,0
Canterbury,2020-05-01,9
Canton,2020-05-01,65
Chaplin,2020-05-01,1
Cheshire,2020-05-01,129
Chester,2020-05-01,37
Clinton,2020-05-01,30
Colchester,2020-05-01,21
Colebrook,2020-05-01,2
Columbia,2020-05-01,12
Cornwall,2020-05-01,3
Coventry,2020-05-01,25
Cromwell,2020-05-01,64
Danbury,2020-05-01,1393
Darien,2020-05-01,185
Deep River,2020-05-01,8
Derby,2020-05-01,105
Durham,2020-05-01,21
East Granby,2020-05-01,4
East Haddam,2020-05-01,9
East Hampton,2020-05-01,33
East Hartford,2020-05-01,474
East Haven,2020-05-01,306
East Lyme,2020-05-01,75
East Windsor,2020-05-01,51
Eastford,2020-05-01,7
Easton,2020-05-01,26
Ellington,2020-05-01,34
Enfield,2020-05-01,299
Essex,2020-05-01,15
Fairfield,2020-05-01,397
Farmington,2020-05-01,159
Franklin,2020-05-01,2
Glastonbury,2020-05-01,182
Goshen,2020-05-01,7
Granby,2020-05-01,13
Greenwich,2020-05-01,676
Griswold,2020-05-01,17
Groton,2020-05-01,80
Guilford,2020-05-01,78
Haddam,2020-05-01,20
Hamden,2020-05-01,639
Hampton,2020-05-01,1
Hartford,2020-05-01,1105
Hartland,2020-05-01,5
Harwinton,2020-05-01,26
Hebron,2020-05-01,15
Kent,2020-05-01,7
Killingly,2020-05-01,21
Killingworth,2020-05-01,13
Lebanon,2020-05-01,16
Ledyard,2020-05-01,12
Lisbon,2020-05-01,5
Litchfield,2020-05-01,29
Lyme,2020-05-01,2
Madison,2020-05-01,94
Manchester,2020-05-01,345
Mansfield,2020-05-01,20
Marlborough,2020-05-01,40
Meriden,2020-05-01,385
Middlebury,2020-05-01,35
Middlefield,2020-05-01,11
Middletown,2020-05-01,338
Milford,2020-05-01,485
Monroe,2020-05-01,78
Montville,2020-05-01,66
Morris,2020-05-01,11
Naugatuck,2020-05-01,186
New Britain,2020-05-01,498
New Canaan,2020-05-01,142
New Fairfield,2020-05-01,99
New Hartford,2020-05-01,21
New Haven,2020-05-01,1664
New London,2020-05-01,80
New Milford,2020-05-01,214
Newington,2020-05-01,214
Newtown,2020-05-01,111
Norfolk,2020-05-01,7
North Branford,2020-05-01,59
North Canaan,2020-05-01,4
North Haven,2020-05-01,184
North Stonington,2020-05-01,4
Norwalk,2020-05-01,1561
Norwich,2020-05-01,44
Old Lyme,2020-05-01,14
Old Saybrook,2020-05-01,21
Orange,2020-05-01,97
Oxford,2020-05-01,60
Plainfield,2020-05-01,22
Plainville,2020-05-01,104
Plymouth,2020-05-01,47
Pomfret,2020-05-01,10
Portland,2020-05-01,51
Preston,2020-05-01,4
Prospect,2020-05-01,36
Putnam,2020-05-01,15
Redding,2020-05-01,60
Ridgefield,2020-05-01,179
Rocky Hill,2020-05-01,228
Roxbury,2020-05-01,6
Salem,2020-05-01,3
Salisbury,2020-05-01,7
Scotland,2020-05-01,0
Seymour,2020-05-01,151
Sharon,2020-05-01,14
Shelton,2020-05-01,429
Sherman,2020-05-01,12
Simsbury,2020-05-01,74
Somers,2020-05-01,67
South Windsor,2020-05-01,91
Southbury,2020-05-01,142
Southington,2020-05-01,182
Sprague,2020-05-01,2
Stafford,2020-05-01,82
Stamford,2020-05-01,2460
Sterling,2020-05-01,2
Stonington,2020-05-01,26
Stratford,2020-05-01,573
Suffield,2020-05-01,94
Thomaston,2020-05-01,40
Thompson,2020-05-01,16
Tolland,2020-05-01,35
Torrington,2020-05-01,344
Trumbull,2020-05-01,384
Union,2020-05-01,2
Vernon,2020-05-01,132
Voluntown,2020-05-01,7
Wallingford,2020-05-01,274
Warren,2020-05-01,4
Washington,2020-05-01,18
Waterbury,2020-05-01,1355
Waterford,2020-05-01,118
Watertown,2020-05-01,93
West Hartford,2020-05-01,332
West Haven,2020-05-01,759
Westbrook,2020-05-01,16
Weston,2020-05-01,60
Westport,2020-05-01,247
Wethersfield,2020-05-01,156
Willington,2020-05-01,5
Wilton,2020-05-01,159
Winchester,2020-05-01,45
Windham,2020-05-01,61
Windsor,2020-05-01,329
Windsor Locks,2020-05-01,44
Wolcott,2020-05-01,76
Woodbridge,2020-05-01,102
Woodbury,2020-05-01,34
Woodstock,2020-05-01,11
Andover,2020-05-02,6
Ansonia,2020-05-02,178
Ashford,2020-05-02,10
Avon,2020-05-02,55
Barkhamsted,2020-05-02,16
Beacon Falls,2020-05-02,37
Berlin,2020-05-02,113
Bethany,2020-05-02,21
Bethel,2020-05-02,194
Bethlehem,2020-05-02,10
Bloomfield,2020-05-02,293
Bolton,2020-05-02,13
Bozrah,2020-05-02,5
Branford,2020-05-02,267
Bridgeport,2020-05-02,2099
Bridgewater,2020-05-02,5
Bristol,2020-05-02,395
Brookfield,2020-05-02,135
Brooklyn,2020-05-02,13
Burlington,2020-05-02,18
Canaan,2020-05-02,0
Canterbury,2020-05-02,9
Canton,2020-05-02,65
Chaplin,2020-05-02,1
Cheshire,2020-05-02,131
Chester,2020-05-02,40
Clinton,2020-05-02,29
Colchester,2020-05-02,23
Colebrook,2020-05-02,2
Columbia,2020-05-02,12
Cornwall,2020-05-02,3
Coventry,2020-05-02,25
Cromwell,2020-05-02,76
Danbury,2020-05-02,1421
Darien,2020-05-02,188
Deep River,2020-05-02,9
Derby,2020-05-02,109
Durham,2020-05-02,21
East Granby,2020-05-02,4
East Haddam,2020-05-02,9
East Hampton,2020-05-02,33
East Hartford,2020-05-02,482
East Haven,2020-05-02,306
East Lyme,2020-05-02,77
East Windsor,2020-05-02,52
Eastford,2020-05-02,7
Easton,2020-05-02,26
Ellington,2020-05-02,38
Enfield,2020-05-02,308
Essex,2020-05-02,16
Fairfield,2020-05-02,412
Farmington,2020-05-02,161
Franklin,2020-05-02,2
Glastonbury,2020-05-02,184
Goshen,2020-05-02,8
Granby,2020-05-02,14
Greenwich,2020-05-02,682
Griswold,2020-05-02,19
Groton,2020-05-02,86
Guilford,2020-05-02,79
Haddam,2020-05-02,21
Hamden,2020-05-02,657
Hampton,2020-05-02,1
Hartford,2020-05-02,1154
Hartland,2020-05-02,5
Harwinton,2020-05-02,26
Hebron,2020-05-02,15
Kent,2020-05-02,7
Killingly,2020-05-02,21
Killingworth,2020-05-02,12
Lebanon,2020-05-02,16
Ledyard,2020-05-02,12
Lisbon,2020-05-02,5
Litchfield,2020-05-02,29
Lyme,2020-05-02,2
Madison,2020-05-02,94
Manchester,2020-05-02,355
Mansfield,2020-05-02,20
Marlborough,2020-05-02,40
Meriden,2020-05-02,401
Middlebury,2020-05-02,34
Middlefield,2020-05-02,12
Middletown,2020-05-02,341
Milford,2020-05-02,485
Monroe,2020-05-02,79
Montville,2020-05-02,67
Morris,2020-05-02,12
Naugatuck,2020-05-02,190
New Britain,2020-05-02,522
New Canaan,2020-05-02,143
New Fairfield,2020-05-02,100
New Hartford,2020-05-02,22
New Haven,2020-05-02,1676
New London,2020-05-02,81
New Milford,2020-05-02,213
Newington,2020-05-02,218
Newtown,2020-05-02,116
Norfolk,2020-05-02,7
North Branford,2020-05-02,60
North Canaan,2020-05-02,4
North Haven,2020-05-02,183
North Stonington,2020-05-02,6
Norwalk,2020-05-02,1586
Norwich,2020-05-02,47
Old Lyme,2020-05-02,14
Old Saybrook,2020-05-02,22
Orange,2020-05-02,96
Oxford,2020-05-02,64
Plainfield,2020-05-02,23
Plainville,2020-05-02,109
Plymouth,2020-05-02,46
Pomfret,2020-05-02,10
Portland,2020-05-02,51
Preston,2020-05-02,5
Prospect,2020-05-02,37
Putnam,2020-05-02,17
Redding,2020-05-02,60
Ridgefield,2020-05-02,180
Rocky Hill,2020-05-02,232
Roxbury,2020-05-02,6
Salem,2020-05-02,3
Salisbury,2020-05-02,8
Scotland,2020-05-02,0
Seymour,2020-05-02,162
Sharon,2020-05-02,15
Shelton,2020-05-02,436
Sherman,2020-05-02,12
Simsbury,2020-05-02,75
Somers,2020-05-02,71
South Windsor,2020-05-02,95
Southbury,2020-05-02,143
Southington,2020-05-02,188
Sprague,2020-05-02,2
Stafford,2020-05-02,83
Stamford,2020-05-02,2491
Sterling,2020-05-02,2
Stonington,2020-05-02,27
Stratford,2020-05-02,583
Suffield,2020-05-02,94
Thomaston,2020-05-02,42
Thompson,2020-05-02,17
Tolland,2020-05-02,36
Torrington,2020-05-02,358
Trumbull,2020-05-02,391
Union,2020-05-02,2
Vernon,2020-05-02,134
Voluntown,2020-05-02,7
Wallingford,2020-05-02,282
Warren,2020-05-02,4
Washington,2020-05-02,18
Waterbury,2020-05-02,1388
Waterford,2020-05-02,117
Watertown,2020-05-02,94
West Hartford,2020-05-02,336
West Haven,2020-05-02,762
Westbrook,2020-05-02,15
Weston,2020-05-02,60
Westport,2020-05-02,247
Wethersfield,2020-05-02,166
Willington,2020-05-02,6
Wilton,2020-05-02,160
Winchester,2020-05-02,46
Windham,2020-05-02,69
Windsor,2020-05-02,332
Windsor Locks,2020-05-02,47
Wolcott,2020-05-02,79
Woodbridge,2020-05-02,103
Woodbury,2020-05-02,35
Woodstock,2020-05-02,11
Andover,2020-05-03,6
Ansonia,2020-05-03,180
Ashford,2020-05-03,10
Avon,2020-05-03,57
Barkhamsted,2020-05-03,16
Beacon Falls,2020-05-03,40
Berlin,2020-05-03,113
Bethany,2020-05-03,21
Bethel,2020-05-03,197
Bethlehem,2020-05-03,10
Bloomfield,2020-05-03,296
Bolton,2020-05-03,13
Bozrah,2020-05-03,5
Branford,2020-05-03,270
Bridgeport,2020-05-03,2127
Bridgewater,2020-05-03,5
Bristol,2020-05-03,399
Brookfield,2020-05-03,136
Brooklyn,2020-05-03,13
Burlington,2020-05-03,18
Canaan,2020-05-03,0
Canterbury,2020-05-03,9
Canton,2020-05-03,66
Chaplin,2020-05-03,1
Cheshire,2020-05-03,137
Chester,2020-05-03,40
Clinton,2020-05-03,29
Colchester,2020-05-03,25
Colebrook,2020-05-03,2
Columbia,2020-05-03,12
Cornwall,2020-05-03,3
Coventry,2020-05-03,25
Cromwell,2020-05-03,76
Danbury,2020-05-03,1433
Darien,2020-05-03,192
Deep River,2020-05-03,9
Derby,2020-05-03,109
Durham,2020-05-03,21
East Granby,2020-05-03,5
East Haddam,2020-05-03,10
East Hampton,2020-05-03,33
East Hartford,2020-05-03,488
East Haven,2020-05-03,307
East Lyme,2020-05-03,82
East Windsor,2020-05-03,53
Eastford,2020-05-03,7
Easton,2020-05-03,27
Ellington,2020-05-03,38
Enfield,2020-05-03,309
Essex,2020-05-03,16
Fairfield,2020-05-03,423
Farmington,2020-05-03,161
Franklin,2020-05-03,2
Glastonbury,2020-05-03,187
Goshen,2020-05-03,8
Granby,2020-05-03,14
Greenwich,2020-05-03,697
Griswold,2020-05-03,19
Groton,2020-05-03,86
Guilford,2020-05-03,79
Haddam,2020-05-03,21
Hamden,2020-05-03,669
Hampton,2020-05-03,1
Hartford,2020-05-03,1167
Hartland,2020-05-03,5
Harwinton,2020-05-03,26
Hebron,2020-05-03,15
Kent,2020-05-03,7
Killingly,2020-05-03,21
Killingworth,2020-05-03,12
Lebanon,2020-05-03,16
Ledyard,2020-05-03,13
Lisbon,2020-05-03,5
Litchfield,2020-05-03,29
Lyme,2020-05-03,2
Madison,2020-05-03,96
Manchester,2020-05-03,360
Mansfield,2020-05-03,20
Marlborough,2020-05-03,40
Meriden,2020-05-03,408
Middlebury,2020-05-03,33
Middlefield,2020-05-03,13
Middletown,2020-05-03,344
Milford,2020-05-03,486
Monroe,2020-05-03,79
Montville,2020-05-03,67
Morris,2020-05-03,12
Naugatuck,2020-05-03,193
New Britain,2020-05-03,527
New Canaan,2020-05-03,146
New Fairfield,2020-05-03,100
New Hartford,2020-05-03,22
New Haven,2020-05-03,1694
New London,2020-05-03,85
New Milford,2020-05-03,215
Newington,2020-05-03,218
Newtown,2020-05-03,122
Norfolk,2020-05-03,7
North Branford,2020-05-03,61
North Canaan,2020-05-03,4
North Haven,2020-05-03,185
North Stonington,2020-05-03,5
Norwalk,2020-05-03,1623
Norwich,2020-05-03,50
Old Lyme,2020-05-03,14
Old Saybrook,2020-05-03,22
Orange,2020-05-03,98
Oxford,2020-05-03,66
Plainfield,2020-05-03,24
Plainville,2020-05-03,109
Plymouth,2020-05-03,46
Pomfret,2020-05-03,10
Portland,2020-05-03,51
Preston,2020-05-03,6
Prospect,2020-05-03,37
Putnam,2020-05-03,17
Redding,2020-05-03,60
Ridgefield,2020-05-03,183
Rocky Hill,2020-05-03,234
Roxbury,2020-05-03,6
Salem,2020-05-03,3
Salisbury,2020-05-03,9
Scotland,2020-05-03,0
Seymour,2020-05-03,164
Sharon,2020-05-03,14
Shelton,2020-05-03,440
Sherman,2020-05-03,12
Simsbury,2020-05-03,76
Somers,2020-05-03,72
South Windsor,2020-05-03,93
Southbury,2020-05-03,142
Southington,2020-05-03,190
Sprague,2020-05-03,2
Stafford,2020-05-03,83
Stamford,2020-05-03,2783
Sterling,2020-05-03,2
Stonington,2020-05-03,28
Stratford,2020-05-03,590
Suffield,2020-05-03,94
Thomaston,2020-05-03,43
Thompson,2020-05-03,17
Tolland,2020-05-03,36
Torrington,2020-05-03,363
Trumbull,2020-05-03,398
Union,2020-05-03,2
Vernon,2020-05-03,136
Voluntown,2020-05-03,7
Wallingford,2020-05-03,283
Warren,2020-05-03,4
Washington,2020-05-03,18
Waterbury,2020-05-03,1394
Waterford,2020-05-03,119
Watertown,2020-05-03,96
West Hartford,2020-05-03,341
West Haven,2020-05-03,773
Westbrook,2020-05-03,16
Weston,2020-05-03,60
Westport,2020-05-03,255
Wethersfield,2020-05-03,169
Willington,2020-05-03,6
Wilton,2020-05-03,162
Winchester,2020-05-03,47
Windham,2020-05-03,74
Windsor,2020-05-03,337
Windsor Locks,2020-05-03,47
Wolcott,2020-05-03,81
Woodbridge,2020-05-03,104
Woodbury,2020-05-03,35
Woodstock,2020-05-03,11
Andover,2020-05-04,6
Ansonia,2020-05-04,188
Ashford,2020-05-04,11
Avon,2020-05-04,60
Barkhamsted,2020-05-04,18
Beacon Falls,2020-05-04,42
Berlin,2020-05-04,117
Bethany,2020-05-04,24
Bethel,2020-05-04,200
Bethlehem,2020-05-04,10
Bloomfield,2020-05-04,302
Bolton,2020-05-04,14
Bozrah,2020-05-04,6
Branford,2020-05-04,271
Bridgeport,2020-05-04,2156
Bridgewater,2020-05-04,4
Bristol,2020-05-04,406
Brookfield,2020-05-04,136
Brooklyn,2020-05-04,13
Burlington,2020-05-04,18
Canaan,2020-05-04,0
Canterbury,2020-05-04,10
Canton,2020-05-04,66
Chaplin,2020-05-04,1
Cheshire,2020-05-04,144
Chester,2020-05-04,41
Clinton,2020-05-04,32
Colchester,2020-05-04,26
Colebrook,2020-05-04,2
Columbia,2020-05-04,12
Cornwall,2020-05-04,3
Coventry,2020-05-04,26
Cromwell,2020-05-04,80
Danbury,2020-05-04,1452
Darien,2020-05-04,193
Deep River,2020-05-04,8
Derby,2020-05-04,112
Durham,2020-05-04,23
East Granby,2020-05-04,6
East Haddam,2020-05-04,10
East Hampton,2020-05-04,33
East Hartford,2020-05-04,499
East Haven,2020-05-04,314
East Lyme,2020-05-04,90
East Windsor,2020-05-04,57
Eastford,2020-05-04,7
Easton,2020-05-04,27
Ellington,2020-05-04,37
Enfield,2020-05-04,320
Essex,2020-05-04,16
Fairfield,2020-05-04,433
Farmington,2020-05-04,159
Franklin,2020-05-04,2
Glastonbury,2020-05-04,192
Goshen,2020-05-04,8
Granby,2020-05-04,14
Greenwich,2020-05-04,699
Griswold,2020-05-04,19
Groton,2020-05-04,87
Guilford,2020-05-04,80
Haddam,2020-05-04,22
Hamden,2020-05-04,684
Hampton,2020-05-04,1
Hartford,2020-05-04,1217
Hartland,2020-05-04,5
Harwinton,2020-05-04,26
Hebron,2020-05-04,15
Kent,2020-05-04,7
Killingly,2020-05-04,20
Killingworth,2020-05-04,12
Lebanon,2020-05-04,16
Ledyard,2020-05-04,14
Lisbon,2020-05-04,5
Litchfield,2020-05-04,29
Lyme,2020-05-04,2
Madison,2020-05-04,96
Manchester,2020-05-04,366
Mansfield,2020-05-04,21
Marlborough,2020-05-04,41
Meriden,2020-05-04,431
Middlebury,2020-05-04,34
Middlefield,2020-05-04,13
Middletown,2020-05-04,352
Milford,2020-05-04,493
Monroe,2020-05-04,82
Montville,2020-05-04,72
Morris,2020-05-04,12
Naugatuck,2020-05-04,204
New Britain,2020-05-04,549
New Canaan,2020-05-04,146
New Fairfield,2020-05-04,102
New Hartford,2020-05-04,21
New Haven,2020-05-04,1733
New London,2020-05-04,88
New Milford,2020-05-04,216
Newington,2020-05-04,224
Newtown,2020-05-04,124
Norfolk,2020-05-04,7
North Branford,2020-05-04,62
North Canaan,2020-05-04,4
North Haven,2020-05-04,189
North Stonington,2020-05-04,5
Norwalk,2020-05-04,1641
Norwich,2020-05-04,52
Old Lyme,2020-05-04,15
Old Saybrook,2020-05-04,23
Orange,2020-05-04,98
Oxford,2020-05-04,68
Plainfield,2020-05-04,24
Plainville,2020-05-04,109
Plymouth,2020-05-04,49
Pomfret,2020-05-04,10
Portland,2020-05-04,52
Preston,2020-05-04,7
Prospect,2020-05-04,40
Putnam,2020-05-04,17
Redding,2020-05-04,60
Ridgefield,2020-05-04,185
Rocky Hill,2020-05-04,242
Roxbury,2020-05-04,6
Salem,2020-05-04,3
Salisbury,2020-05-04,9
Scotland,2020-05-04,0
Seymour,2020-05-04,168
Sharon,2020-05-04,14
Shelton,2020-05-04,448
Sherman,2020-05-04,12
Simsbury,2020-05-04,77
Somers,2020-05-04,101
South Windsor,2020-05-04,97
Southbury,2020-05-04,147
Southington,2020-05-04,196
Sprague,2020-05-04,2
Stafford,2020-05-04,83
Stamford,2020-05-04,2788
Sterling,2020-05-04,2
Stonington,2020-05-04,27
Stratford,2020-05-04,595
Suffield,2020-05-04,93
Thomaston,2020-05-04,43
Thompson,2020-05-04,18
Tolland,2020-05-04,37
Torrington,2020-05-04,368
Trumbull,2020-05-04,403
Union,2020-05-04,2
Vernon,2020-05-04,142
Voluntown,2020-05-04,7
Wallingford,2020-05-04,305
Warren,2020-05-04,4
Washington,2020-05-04,18
Waterbury,2020-05-04,1426
Waterford,2020-05-04,136
Watertown,2020-05-04,103
West Hartford,2020-05-04,347
West Haven,2020-05-04,792
Westbrook,2020-05-04,17
Weston,2020-05-04,60
Westport,2020-05-04,255
Wethersfield,2020-05-04,172
Willington,2020-05-04,6
Wilton,2020-05-04,163
Winchester,2020-05-04,48
Windham,2020-05-04,78
Windsor,2020-05-04,347
Windsor Locks,2020-05-04,53
Wolcott,2020-05-04,86
Woodbridge,2020-05-04,106
Woodbury,2020-05-04,36
Woodstock,2020-05-04,11
Andover,2020-05-05,6
Ansonia,2020-05-05,191
Ashford,2020-05-05,11
Avon,2020-05-05,61
Barkhamsted,2020-05-05,19
Beacon Falls,2020-05-05,42
Berlin,2020-05-05,121
Bethany,2020-05-05,24
Bethel,2020-05-05,201
Bethlehem,2020-05-05,9
Bloomfield,2020-05-05,305
Bolton,2020-05-05,15
Bozrah,2020-05-05,6
